idx,split,target_type,attractors,target_num,condition,subject_word,target_word,base_sentence,good,bad,tok_len
1916,train,copula,3,pl,target_copula_num_pl_att3_sg,pigs,are,The pigs alongside the column near the cabin behind the pole,The pigs alongside the column near the cabin behind the pole are,The pigs alongside the column near the cabin behind the pole is,12
1917,train,copula,3,pl,target_copula_num_pl_att3_sg,frogs,are,The frogs opposite the socket alongside the rush near the cliff,The frogs opposite the socket alongside the rush near the cliff are,The frogs opposite the socket alongside the rush near the cliff is,12
1918,train,copula,3,sg,target_copula_num_sg_att3_pl,seal,is,The seal alongside the trenches near the pots behind the pans,The seal alongside the trenches near the pots behind the pans is,The seal alongside the trenches near the pots behind the pans are,12
1919,train,copula,3,pl,target_copula_num_pl_att3_sg,ducks,are,The ducks atop the panel opposite the socket alongside the rush,The ducks atop the panel opposite the socket alongside the rush are,The ducks atop the panel opposite the socket alongside the rush is,12
1920,train,copula,3,sg,target_copula_num_sg_att3_pl,seal,is,The seal atop the columns opposite the cabins alongside the poles,The seal atop the columns opposite the cabins alongside the poles is,The seal atop the columns opposite the cabins alongside the poles are,12
1921,train,copula,3,sg,target_copula_num_sg_att3_pl,bat,is,The bat atop the panels opposite the sockets alongside the rushes,The bat atop the panels opposite the sockets alongside the rushes is,The bat atop the panels opposite the sockets alongside the rushes are,12
1922,train,copula,3,pl,target_copula_num_pl_att3_sg,frogs,are,The frogs between the bin atop the panel opposite the socket,The frogs between the bin atop the panel opposite the socket are,The frogs between the bin atop the panel opposite the socket is,12
1923,train,copula,3,sg,target_copula_num_sg_att3_pl,pig,is,The pig atop the rushes opposite the cliffs alongside the trenches,The pig atop the rushes opposite the cliffs alongside the trenches is,The pig atop the rushes opposite the cliffs alongside the trenches are,12
1924,train,copula,3,sg,target_copula_num_sg_att3_pl,bird,is,The bird between the sockets atop the rushes opposite the cliffs,The bird between the sockets atop the rushes opposite the cliffs is,The bird between the sockets atop the rushes opposite the cliffs are,12
1925,train,copula,3,sg,target_copula_num_sg_att3_pl,seal,is,The seal atop the barrels opposite the sofas alongside the columns,The seal atop the barrels opposite the sofas alongside the columns is,The seal atop the barrels opposite the sofas alongside the columns are,12
1926,train,copula,3,sg,target_copula_num_sg_att3_pl,pig,is,The pig beneath the barrels between the sofas atop the columns,The pig beneath the barrels between the sofas atop the columns is,The pig beneath the barrels between the sofas atop the columns are,12
1927,train,copula,3,sg,target_copula_num_sg_att3_pl,pig,is,The pig atop the chairs opposite the benches alongside the barrels,The pig atop the chairs opposite the benches alongside the barrels is,The pig atop the chairs opposite the benches alongside the barrels are,12
1928,train,copula,3,sg,target_copula_num_sg_att3_pl,frog,is,The frog opposite the cabins alongside the poles near the signs,The frog opposite the cabins alongside the poles near the signs is,The frog opposite the cabins alongside the poles near the signs are,12
1929,train,copula,3,pl,target_copula_num_pl_att3_sg,seals,are,The seals below the bin beneath the panel between the socket,The seals below the bin beneath the panel between the socket are,The seals below the bin beneath the panel between the socket is,12
1930,train,copula,3,pl,target_copula_num_pl_att3_sg,monitors,are,The monitors alongside the trench near the pot behind the pan,The monitors alongside the trench near the pot behind the pan are,The monitors alongside the trench near the pot behind the pan is,12
1931,train,copula,3,sg,target_copula_num_sg_att3_pl,pig,is,The pig alongside the columns near the cabins behind the poles,The pig alongside the columns near the cabins behind the poles is,The pig alongside the columns near the cabins behind the poles are,12
1932,train,copula,3,sg,target_copula_num_sg_att3_pl,monitor,is,The monitor alongside the rushes near the cliffs behind the trenches,The monitor alongside the rushes near the cliffs behind the trenches is,The monitor alongside the rushes near the cliffs behind the trenches are,12
1933,train,copula,3,pl,target_copula_num_pl_att3_sg,bats,are,The bats atop the chair opposite the bench alongside the barrel,The bats atop the chair opposite the bench alongside the barrel are,The bats atop the chair opposite the bench alongside the barrel is,12
1934,train,copula,3,pl,target_copula_num_pl_att3_sg,pandas,are,The pandas under the wall below the rock beneath the chair,The pandas under the wall below the rock beneath the chair are,The pandas under the wall below the rock beneath the chair is,12
1935,train,copula,3,sg,target_copula_num_sg_att3_pl,frog,is,The frog between the rocks atop the chairs opposite the benches,The frog between the rocks atop the chairs opposite the benches is,The frog between the rocks atop the chairs opposite the benches are,12
1936,train,copula,3,pl,target_copula_num_pl_att3_sg,birds,are,The birds opposite the socket alongside the rush near the cliff,The birds opposite the socket alongside the rush near the cliff are,The birds opposite the socket alongside the rush near the cliff is,12
1937,train,copula,3,sg,target_copula_num_sg_att3_pl,seal,is,The seal atop the chairs opposite the benches alongside the barrels,The seal atop the chairs opposite the benches alongside the barrels is,The seal atop the chairs opposite the benches alongside the barrels are,12
1938,train,copula,3,sg,target_copula_num_sg_att3_pl,duck,is,The duck opposite the sockets alongside the rushes near the cliffs,The duck opposite the sockets alongside the rushes near the cliffs is,The duck opposite the sockets alongside the rushes near the cliffs are,12
1939,train,copula,3,pl,target_copula_num_pl_att3_sg,pandas,are,The pandas alongside the rush near the cliff behind the trench,The pandas alongside the rush near the cliff behind the trench are,The pandas alongside the rush near the cliff behind the trench is,12
1940,train,copula,3,sg,target_copula_num_sg_att3_pl,monitor,is,The monitor behind the buckets under the milestones below the bins,The monitor behind the buckets under the milestones below the bins is,The monitor behind the buckets under the milestones below the bins are,12
1941,train,copula,3,pl,target_copula_num_pl_att3_sg,pigs,are,The pigs opposite the sofa alongside the column near the cabin,The pigs opposite the sofa alongside the column near the cabin are,The pigs opposite the sofa alongside the column near the cabin is,12
1942,train,copula,3,pl,target_copula_num_pl_att3_sg,monitors,are,The monitors near the pot behind the pan under the wall,The monitors near the pot behind the pan under the wall are,The monitors near the pot behind the pan under the wall is,12
1943,train,copula,3,pl,target_copula_num_pl_att3_sg,birds,are,The birds atop the barrel opposite the sofa alongside the column,The birds atop the barrel opposite the sofa alongside the column are,The birds atop the barrel opposite the sofa alongside the column is,12
1944,train,copula,3,sg,target_copula_num_sg_att3_pl,panda,is,The panda atop the panels opposite the sockets alongside the rushes,The panda atop the panels opposite the sockets alongside the rushes is,The panda atop the panels opposite the sockets alongside the rushes are,12
1945,train,copula,3,sg,target_copula_num_sg_att3_pl,pig,is,The pig between the sofas atop the columns opposite the cabins,The pig between the sofas atop the columns opposite the cabins is,The pig between the sofas atop the columns opposite the cabins are,12
1946,train,copula,3,sg,target_copula_num_sg_att3_pl,seal,is,The seal between the bins atop the panels opposite the sockets,The seal between the bins atop the panels opposite the sockets is,The seal between the bins atop the panels opposite the sockets are,12
1947,train,copula,3,sg,target_copula_num_sg_att3_pl,frog,is,The frog near the cliffs behind the trenches under the pots,The frog near the cliffs behind the trenches under the pots is,The frog near the cliffs behind the trenches under the pots are,12
1948,train,copula,3,pl,target_copula_num_pl_att3_sg,pandas,are,The pandas between the bench atop the barrel opposite the sofa,The pandas between the bench atop the barrel opposite the sofa are,The pandas between the bench atop the barrel opposite the sofa is,12
1949,train,copula,3,sg,target_copula_num_sg_att3_pl,duck,is,The duck below the bins beneath the panels between the sockets,The duck below the bins beneath the panels between the sockets is,The duck below the bins beneath the panels between the sockets are,12
1950,train,copula,3,pl,target_copula_num_pl_att3_sg,birds,are,The birds below the bucket beneath the milestone between the bin,The birds below the bucket beneath the milestone between the bin are,The birds below the bucket beneath the milestone between the bin is,12
1951,train,copula,3,pl,target_copula_num_pl_att3_sg,seals,are,The seals opposite the sofa alongside the column near the cabin,The seals opposite the sofa alongside the column near the cabin are,The seals opposite the sofa alongside the column near the cabin is,12
1952,train,copula,3,sg,target_copula_num_sg_att3_pl,monitor,is,The monitor near the sofas behind the columns under the cabins,The monitor near the sofas behind the columns under the cabins is,The monitor near the sofas behind the columns under the cabins are,12
1953,train,copula,3,sg,target_copula_num_sg_att3_pl,panda,is,The panda between the sockets atop the rushes opposite the cliffs,The panda between the sockets atop the rushes opposite the cliffs is,The panda between the sockets atop the rushes opposite the cliffs are,12
1954,train,copula,3,sg,target_copula_num_sg_att3_pl,pig,is,The pig atop the columns opposite the cabins alongside the poles,The pig atop the columns opposite the cabins alongside the poles is,The pig atop the columns opposite the cabins alongside the poles are,12
1955,train,copula,3,pl,target_copula_num_pl_att3_sg,birds,are,The birds behind the pole under the sign below the bucket,The birds behind the pole under the sign below the bucket are,The birds behind the pole under the sign below the bucket is,12
1956,train,copula,3,pl,target_copula_num_pl_att3_sg,seals,are,The seals below the pan beneath the wall between the rock,The seals below the pan beneath the wall between the rock are,The seals below the pan beneath the wall between the rock is,12
1957,train,copula,3,pl,target_copula_num_pl_att3_sg,ducks,are,The ducks opposite the socket alongside the rush near the cliff,The ducks opposite the socket alongside the rush near the cliff are,The ducks opposite the socket alongside the rush near the cliff is,12
1958,train,copula,3,sg,target_copula_num_sg_att3_pl,bird,is,The bird between the sofas atop the columns opposite the cabins,The bird between the sofas atop the columns opposite the cabins is,The bird between the sofas atop the columns opposite the cabins are,12
1959,train,copula,3,pl,target_copula_num_pl_att3_sg,pandas,are,The pandas between the sofa atop the column opposite the cabin,The pandas between the sofa atop the column opposite the cabin are,The pandas between the sofa atop the column opposite the cabin is,12
1960,train,copula,3,pl,target_copula_num_pl_att3_sg,ducks,are,The ducks beneath the chair between the bench atop the barrel,The ducks beneath the chair between the bench atop the barrel are,The ducks beneath the chair between the bench atop the barrel is,12
1961,train,copula,3,pl,target_copula_num_pl_att3_sg,frogs,are,The frogs near the cabin behind the pole under the sign,The frogs near the cabin behind the pole under the sign are,The frogs near the cabin behind the pole under the sign is,12
1962,train,copula,3,pl,target_copula_num_pl_att3_sg,seals,are,The seals under the wall below the rock beneath the chair,The seals under the wall below the rock beneath the chair are,The seals under the wall below the rock beneath the chair is,12
1963,train,copula,3,sg,target_copula_num_sg_att3_pl,panda,is,The panda near the sofas behind the columns under the cabins,The panda near the sofas behind the columns under the cabins is,The panda near the sofas behind the columns under the cabins are,12
1964,train,copula,3,sg,target_copula_num_sg_att3_pl,bat,is,The bat near the cliffs behind the trenches under the pots,The bat near the cliffs behind the trenches under the pots is,The bat near the cliffs behind the trenches under the pots are,12
1965,train,copula,3,pl,target_copula_num_pl_att3_sg,bats,are,The bats alongside the barrel near the sofa behind the column,The bats alongside the barrel near the sofa behind the column are,The bats alongside the barrel near the sofa behind the column is,12
1966,train,copula,3,sg,target_copula_num_sg_att3_pl,pig,is,The pig near the cabins behind the poles under the signs,The pig near the cabins behind the poles under the signs is,The pig near the cabins behind the poles under the signs are,12
1967,train,copula,3,pl,target_copula_num_pl_att3_sg,bats,are,The bats near the pot behind the pan under the wall,The bats near the pot behind the pan under the wall are,The bats near the pot behind the pan under the wall is,12
1968,train,copula,3,sg,target_copula_num_sg_att3_pl,bat,is,The bat near the pots behind the pans under the walls,The bat near the pots behind the pans under the walls is,The bat near the pots behind the pans under the walls are,12
1969,train,copula,3,sg,target_copula_num_sg_att3_pl,duck,is,The duck atop the rushes opposite the cliffs alongside the trenches,The duck atop the rushes opposite the cliffs alongside the trenches is,The duck atop the rushes opposite the cliffs alongside the trenches are,12
1970,train,copula,3,pl,target_copula_num_pl_att3_sg,frogs,are,The frogs atop the panel opposite the socket alongside the rush,The frogs atop the panel opposite the socket alongside the rush are,The frogs atop the panel opposite the socket alongside the rush is,12
1971,train,copula,3,pl,target_copula_num_pl_att3_sg,frogs,are,The frogs near the sofa behind the column under the cabin,The frogs near the sofa behind the column under the cabin are,The frogs near the sofa behind the column under the cabin is,12
1972,train,copula,3,sg,target_copula_num_sg_att3_pl,duck,is,The duck atop the columns opposite the cabins alongside the poles,The duck atop the columns opposite the cabins alongside the poles is,The duck atop the columns opposite the cabins alongside the poles are,12
1973,train,copula,3,pl,target_copula_num_pl_att3_sg,monitors,are,The monitors atop the chair opposite the bench alongside the barrel,The monitors atop the chair opposite the bench alongside the barrel are,The monitors atop the chair opposite the bench alongside the barrel is,12
1974,train,copula,3,pl,target_copula_num_pl_att3_sg,ducks,are,The ducks near the cabin behind the pole under the sign,The ducks near the cabin behind the pole under the sign are,The ducks near the cabin behind the pole under the sign is,12
1975,train,copula,3,pl,target_copula_num_pl_att3_sg,pigs,are,The pigs alongside the pole near the sign behind the bucket,The pigs alongside the pole near the sign behind the bucket are,The pigs alongside the pole near the sign behind the bucket is,12
1976,train,copula,3,sg,target_copula_num_sg_att3_pl,panda,is,The panda opposite the sofas alongside the columns near the cabins,The panda opposite the sofas alongside the columns near the cabins is,The panda opposite the sofas alongside the columns near the cabins are,12
1977,train,copula,3,sg,target_copula_num_sg_att3_pl,bat,is,The bat between the rocks atop the chairs opposite the benches,The bat between the rocks atop the chairs opposite the benches is,The bat between the rocks atop the chairs opposite the benches are,12
1978,train,copula,3,pl,target_copula_num_pl_att3_sg,monitors,are,The monitors behind the pan under the wall below the rock,The monitors behind the pan under the wall below the rock are,The monitors behind the pan under the wall below the rock is,12
1979,train,copula,3,sg,target_copula_num_sg_att3_pl,bird,is,The bird alongside the trenches near the pots behind the pans,The bird alongside the trenches near the pots behind the pans is,The bird alongside the trenches near the pots behind the pans are,12
1980,train,copula,3,sg,target_copula_num_sg_att3_pl,bat,is,The bat near the cabins behind the poles under the signs,The bat near the cabins behind the poles under the signs is,The bat near the cabins behind the poles under the signs are,12
1981,train,copula,3,sg,target_copula_num_sg_att3_pl,frog,is,The frog between the sockets atop the rushes opposite the cliffs,The frog between the sockets atop the rushes opposite the cliffs is,The frog between the sockets atop the rushes opposite the cliffs are,12
1982,train,copula,3,pl,target_copula_num_pl_att3_sg,pigs,are,The pigs near the sign behind the bucket under the milestone,The pigs near the sign behind the bucket under the milestone are,The pigs near the sign behind the bucket under the milestone is,12
1983,train,copula,3,sg,target_copula_num_sg_att3_pl,panda,is,The panda under the pots below the pans beneath the walls,The panda under the pots below the pans beneath the walls is,The panda under the pots below the pans beneath the walls are,12
1984,train,copula,3,pl,target_copula_num_pl_att3_sg,seals,are,The seals opposite the socket alongside the rush near the cliff,The seals opposite the socket alongside the rush near the cliff are,The seals opposite the socket alongside the rush near the cliff is,12
1985,train,copula,3,pl,target_copula_num_pl_att3_sg,frogs,are,The frogs below the bin beneath the panel between the socket,The frogs below the bin beneath the panel between the socket are,The frogs below the bin beneath the panel between the socket is,12
1986,train,copula,3,pl,target_copula_num_pl_att3_sg,pandas,are,The pandas alongside the column near the cabin behind the pole,The pandas alongside the column near the cabin behind the pole are,The pandas alongside the column near the cabin behind the pole is,12
1987,train,copula,3,sg,target_copula_num_sg_att3_pl,bird,is,The bird below the benches beneath the barrels between the sofas,The bird below the benches beneath the barrels between the sofas is,The bird below the benches beneath the barrels between the sofas are,12
1988,train,copula,3,pl,target_copula_num_pl_att3_sg,monitors,are,The monitors between the rock atop the chair opposite the bench,The monitors between the rock atop the chair opposite the bench are,The monitors between the rock atop the chair opposite the bench is,12
1989,train,copula,3,pl,target_copula_num_pl_att3_sg,bats,are,The bats between the rock atop the chair opposite the bench,The bats between the rock atop the chair opposite the bench are,The bats between the rock atop the chair opposite the bench is,12
1990,train,copula,3,sg,target_copula_num_sg_att3_pl,frog,is,The frog below the buckets beneath the milestones between the bins,The frog below the buckets beneath the milestones between the bins is,The frog below the buckets beneath the milestones between the bins are,12
1991,train,copula,3,sg,target_copula_num_sg_att3_pl,pig,is,The pig alongside the poles near the signs behind the buckets,The pig alongside the poles near the signs behind the buckets is,The pig alongside the poles near the signs behind the buckets are,12
1992,train,copula,3,sg,target_copula_num_sg_att3_pl,bird,is,The bird beneath the milestones between the bins atop the panels,The bird beneath the milestones between the bins atop the panels is,The bird beneath the milestones between the bins atop the panels are,12
1993,train,copula,3,sg,target_copula_num_sg_att3_pl,seal,is,The seal under the pots below the pans beneath the walls,The seal under the pots below the pans beneath the walls is,The seal under the pots below the pans beneath the walls are,12
1994,train,copula,3,pl,target_copula_num_pl_att3_sg,bats,are,The bats below the bin beneath the panel between the socket,The bats below the bin beneath the panel between the socket are,The bats below the bin beneath the panel between the socket is,12
1995,train,copula,3,sg,target_copula_num_sg_att3_pl,frog,is,The frog alongside the barrels near the sofas behind the columns,The frog alongside the barrels near the sofas behind the columns is,The frog alongside the barrels near the sofas behind the columns are,12
1996,train,copula,3,pl,target_copula_num_pl_att3_sg,pandas,are,The pandas alongside the barrel near the sofa behind the column,The pandas alongside the barrel near the sofa behind the column are,The pandas alongside the barrel near the sofa behind the column is,12
1997,train,copula,3,pl,target_copula_num_pl_att3_sg,pandas,are,The pandas alongside the trench near the pot behind the pan,The pandas alongside the trench near the pot behind the pan are,The pandas alongside the trench near the pot behind the pan is,12
1998,train,copula,3,pl,target_copula_num_pl_att3_sg,monitors,are,The monitors atop the column opposite the cabin alongside the pole,The monitors atop the column opposite the cabin alongside the pole are,The monitors atop the column opposite the cabin alongside the pole is,12
1999,train,copula,3,sg,target_copula_num_sg_att3_pl,monitor,is,The monitor alongside the poles near the signs behind the buckets,The monitor alongside the poles near the signs behind the buckets is,The monitor alongside the poles near the signs behind the buckets are,12
2000,train,noun,0,pl,target_noun_num_pl_att0_sg,ducks,ducks,We caught those,We caught those ducks,We caught that duck,4
2001,train,noun,0,sg,target_noun_num_sg_att0_pl,pig,pig,He adopted that,He adopted that pig,He adopted those pigs,4
2002,train,noun,0,pl,target_noun_num_pl_att0_sg,monitors,monitors,We watched some,We watched some monitors,We watched that monitor,4
2003,train,noun,0,pl,target_noun_num_pl_att0_sg,frogs,frogs,Everyone spotted those,Everyone spotted those frogs,Everyone spotted this frog,4
2004,train,noun,0,pl,target_noun_num_pl_att0_sg,pigs,pigs,He spotted these,He spotted these pigs,He spotted this pig,4
2005,train,noun,0,sg,target_noun_num_sg_att0_pl,panda,panda,Everyone spotted that,Everyone spotted that panda,Everyone spotted these pandas,4
2006,train,noun,0,pl,target_noun_num_pl_att0_sg,birds,birds,We followed these,We followed these birds,We followed that bird,4
2007,train,noun,0,pl,target_noun_num_pl_att0_sg,birds,birds,We walked those,We walked those birds,We walked that bird,4
2008,train,noun,0,pl,target_noun_num_pl_att0_sg,birds,birds,Nobody penned some,Nobody penned some birds,Nobody penned that bird,4
2009,train,noun,0,sg,target_noun_num_sg_att0_pl,panda,panda,We followed that,We followed that panda,We followed those pandas,4
2010,train,noun,0,pl,target_noun_num_pl_att0_sg,birds,birds,Nobody watched these,Nobody watched these birds,Nobody watched that bird,4
2011,train,noun,0,pl,target_noun_num_pl_att0_sg,pigs,pigs,Everyone walked some,Everyone walked some pigs,Everyone walked this pig,4
2012,train,noun,0,pl,target_noun_num_pl_att0_sg,frogs,frogs,We spotted those,We spotted those frogs,We spotted this frog,4
2013,train,noun,0,pl,target_noun_num_pl_att0_sg,monitors,monitors,Nobody caught those,Nobody caught those monitors,Nobody caught this monitor,4
2014,train,noun,0,pl,target_noun_num_pl_att0_sg,bats,bats,Nobody hunted some,Nobody hunted some bats,Nobody hunted this bat,4
2015,train,noun,0,sg,target_noun_num_sg_att0_pl,bat,bat,We watched this,We watched this bat,We watched those bats,4
2016,train,noun,0,sg,target_noun_num_sg_att0_pl,monitor,monitor,We named this,We named this monitor,We named these monitors,4
2017,train,noun,0,sg,target_noun_num_sg_att0_pl,duck,duck,Everyone penned this,Everyone penned this duck,Everyone penned those ducks,4
2018,train,noun,0,pl,target_noun_num_pl_att0_sg,pigs,pigs,Everyone kept some,Everyone kept some pigs,Everyone kept that pig,4
2019,train,noun,0,sg,target_noun_num_sg_att0_pl,bird,bird,Everyone penned that,Everyone penned that bird,Everyone penned some birds,4
2020,train,noun,0,sg,target_noun_num_sg_att0_pl,bird,bird,He adopted this,He adopted this bird,He adopted these birds,4
2021,train,noun,0,pl,target_noun_num_pl_att0_sg,birds,birds,He watched these,He watched these birds,He watched that bird,4
2022,train,noun,0,sg,target_noun_num_sg_att0_pl,monitor,monitor,We spotted this,We spotted this monitor,We spotted some monitors,4
2023,train,noun,0,pl,target_noun_num_pl_att0_sg,frogs,frogs,Everyone held some,Everyone held some frogs,Everyone held that frog,4
2024,train,noun,0,sg,target_noun_num_sg_att0_pl,bird,bird,Everyone held that,Everyone held that bird,Everyone held those birds,4
2025,train,noun,0,pl,target_noun_num_pl_att0_sg,ducks,ducks,Everyone named these,Everyone named these ducks,Everyone named that duck,4
2026,train,noun,0,pl,target_noun_num_pl_att0_sg,monitors,monitors,We spotted some,We spotted some monitors,We spotted this monitor,4
2027,train,noun,0,pl,target_noun_num_pl_att0_sg,monitors,monitors,We hunted these,We hunted these monitors,We hunted that monitor,4
2028,train,noun,0,pl,target_noun_num_pl_att0_sg,frogs,frogs,He kept these,He kept these frogs,He kept that frog,4
2029,train,noun,0,sg,target_noun_num_sg_att0_pl,monitor,monitor,We followed this,We followed this monitor,We followed these monitors,4
2030,train,noun,0,sg,target_noun_num_sg_att0_pl,frog,frog,We caught this,We caught this frog,We caught these frogs,4
2031,train,noun,0,pl,target_noun_num_pl_att0_sg,ducks,ducks,He studied these,He studied these ducks,He studied that duck,4
2032,train,noun,0,pl,target_noun_num_pl_att0_sg,birds,birds,Nobody named those,Nobody named those birds,Nobody named this bird,4
2033,train,noun,0,pl,target_noun_num_pl_att0_sg,frogs,frogs,Everyone penned these,Everyone penned these frogs,Everyone penned that frog,4
2034,train,noun,0,pl,target_noun_num_pl_att0_sg,pigs,pigs,Nobody carried these,Nobody carried these pigs,Nobody carried that pig,4
2035,train,noun,0,pl,target_noun_num_pl_att0_sg,ducks,ducks,Nobody adopted some,Nobody adopted some ducks,Nobody adopted that duck,4
2036,train,noun,0,sg,target_noun_num_sg_att0_pl,frog,frog,Nobody kept that,Nobody kept that frog,Nobody kept these frogs,4
2037,train,noun,0,pl,target_noun_num_pl_att0_sg,bats,bats,Everyone hunted some,Everyone hunted some bats,Everyone hunted this bat,4
2038,train,noun,0,sg,target_noun_num_sg_att0_pl,panda,panda,Nobody held this,Nobody held this panda,Nobody held those pandas,4
2039,train,noun,0,sg,target_noun_num_sg_att0_pl,duck,duck,Nobody held this,Nobody held this duck,Nobody held these ducks,4
2040,train,noun,0,sg,target_noun_num_sg_att0_pl,monitor,monitor,We carried that,We carried that monitor,We carried some monitors,4
2041,train,noun,0,sg,target_noun_num_sg_att0_pl,pig,pig,Everyone adopted that,Everyone adopted that pig,Everyone adopted those pigs,4
2042,train,noun,0,pl,target_noun_num_pl_att0_sg,pandas,pandas,Nobody kept some,Nobody kept some pandas,Nobody kept this panda,4
2043,train,noun,0,pl,target_noun_num_pl_att0_sg,monitors,monitors,We kept those,We kept those monitors,We kept that monitor,4
2044,train,noun,0,pl,target_noun_num_pl_att0_sg,bats,bats,He penned those,He penned those bats,He penned that bat,4
2045,train,noun,0,pl,target_noun_num_pl_att0_sg,frogs,frogs,We watched those,We watched those frogs,We watched that frog,4
2046,train,noun,0,pl,target_noun_num_pl_att0_sg,frogs,frogs,Nobody watched those,Nobody watched those frogs,Nobody watched that frog,4
2047,train,noun,0,pl,target_noun_num_pl_att0_sg,frogs,frogs,We adopted those,We adopted those frogs,We adopted this frog,4
2048,train,noun,0,pl,target_noun_num_pl_att0_sg,ducks,ducks,We walked these,We walked these ducks,We walked this duck,4
2049,train,noun,0,pl,target_noun_num_pl_att0_sg,birds,birds,Everyone named those,Everyone named those birds,Everyone named this bird,4
2050,train,noun,0,sg,target_noun_num_sg_att0_pl,duck,duck,We studied that,We studied that duck,We studied these ducks,4
2051,train,noun,0,pl,target_noun_num_pl_att0_sg,bats,bats,Nobody walked these,Nobody walked these bats,Nobody walked that bat,4
2052,train,noun,0,pl,target_noun_num_pl_att0_sg,ducks,ducks,Everyone penned those,Everyone penned those ducks,Everyone penned this duck,4
2053,train,noun,0,pl,target_noun_num_pl_att0_sg,monitors,monitors,He carried some,He carried some monitors,He carried that monitor,4
2054,train,noun,0,pl,target_noun_num_pl_att0_sg,monitors,monitors,Nobody named these,Nobody named these monitors,Nobody named this monitor,4
2055,train,noun,0,sg,target_noun_num_sg_att0_pl,duck,duck,Everyone held this,Everyone held this duck,Everyone held these ducks,4
2056,train,noun,0,pl,target_noun_num_pl_att0_sg,birds,birds,We kept some,We kept some birds,We kept that bird,4
2057,train,noun,0,pl,target_noun_num_pl_att0_sg,birds,birds,He penned some,He penned some birds,He penned that bird,4
2058,train,noun,0,pl,target_noun_num_pl_att0_sg,monitors,monitors,Nobody followed these,Nobody followed these monitors,Nobody followed this monitor,4
2059,train,noun,0,sg,target_noun_num_sg_att0_pl,monitor,monitor,We studied that,We studied that monitor,We studied those monitors,4
2060,train,noun,0,sg,target_noun_num_sg_att0_pl,panda,panda,We walked that,We walked that panda,We walked some pandas,4
2061,train,noun,0,pl,target_noun_num_pl_att0_sg,monitors,monitors,We followed these,We followed these monitors,We followed this monitor,4
2062,train,noun,0,sg,target_noun_num_sg_att0_pl,pig,pig,Nobody carried that,Nobody carried that pig,Nobody carried these pigs,4
2063,train,noun,0,pl,target_noun_num_pl_att0_sg,pandas,pandas,Everyone kept some,Everyone kept some pandas,Everyone kept this panda,4
2064,train,noun,0,pl,target_noun_num_pl_att0_sg,monitors,monitors,He named these,He named these monitors,He named this monitor,4
2065,train,noun,0,pl,target_noun_num_pl_att0_sg,pigs,pigs,He adopted those,He adopted those pigs,He adopted that pig,4
2066,train,noun,0,sg,target_noun_num_sg_att0_pl,duck,duck,We named that,We named that duck,We named these ducks,4
2067,train,noun,0,pl,target_noun_num_pl_att0_sg,frogs,frogs,Nobody penned these,Nobody penned these frogs,Nobody penned that frog,4
2068,train,noun,0,sg,target_noun_num_sg_att0_pl,monitor,monitor,Nobody followed this,Nobody followed this monitor,Nobody followed these monitors,4
2069,train,noun,0,sg,target_noun_num_sg_att0_pl,monitor,monitor,Nobody carried that,Nobody carried that monitor,Nobody carried some monitors,4
2070,train,noun,0,pl,target_noun_num_pl_att0_sg,frogs,frogs,He penned these,He penned these frogs,He penned that frog,4
2071,train,noun,0,sg,target_noun_num_sg_att0_pl,frog,frog,We named this,We named this frog,We named some frogs,4
2072,train,noun,0,pl,target_noun_num_pl_att0_sg,birds,birds,He followed these,He followed these birds,He followed that bird,4
2073,train,noun,0,pl,target_noun_num_pl_att0_sg,monitors,monitors,Nobody studied those,Nobody studied those monitors,Nobody studied that monitor,4
2074,train,noun,0,pl,target_noun_num_pl_att0_sg,bats,bats,Everyone followed some,Everyone followed some bats,Everyone followed that bat,4
2075,train,noun,0,pl,target_noun_num_pl_att0_sg,bats,bats,Everyone carried those,Everyone carried those bats,Everyone carried this bat,4
2076,train,noun,0,pl,target_noun_num_pl_att0_sg,pigs,pigs,Nobody hunted those,Nobody hunted those pigs,Nobody hunted that pig,4
2077,train,noun,0,sg,target_noun_num_sg_att0_pl,panda,panda,He named that,He named that panda,He named those pandas,4
2078,train,noun,0,pl,target_noun_num_pl_att0_sg,birds,birds,Everyone penned some,Everyone penned some birds,Everyone penned that bird,4
2079,train,noun,0,pl,target_noun_num_pl_att0_sg,monitors,monitors,We named these,We named these monitors,We named this monitor,4
2080,train,noun,0,pl,target_noun_num_pl_att0_sg,pandas,pandas,Everyone caught some,Everyone caught some pandas,Everyone caught that panda,4
2081,train,noun,0,sg,target_noun_num_sg_att0_pl,frog,frog,Everyone named this,Everyone named this frog,Everyone named some frogs,4
2082,train,noun,0,pl,target_noun_num_pl_att0_sg,birds,birds,He adopted these,He adopted these birds,He adopted this bird,4
2083,train,noun,0,sg,target_noun_num_sg_att0_pl,panda,panda,Nobody caught that,Nobody caught that panda,Nobody caught some pandas,4
2084,train,noun,0,pl,target_noun_num_pl_att0_sg,bats,bats,We hunted some,We hunted some bats,We hunted this bat,4
2085,train,noun,0,sg,target_noun_num_sg_att0_pl,duck,duck,Nobody watched this,Nobody watched this duck,Nobody watched some ducks,4
2086,train,noun,0,sg,target_noun_num_sg_att0_pl,duck,duck,Nobody carried that,Nobody carried that duck,Nobody carried those ducks,4
2087,train,noun,0,sg,target_noun_num_sg_att0_pl,bat,bat,He studied this,He studied this bat,He studied these bats,4
