idx,split,target_type,attractors,condition,subject_word_sg,subject_word_pl,target_word_sg,target_word_pl,base_sentence_sg,base_sentence_pl,good_singular,bad_singular,good_plural,bad_plural,tok_len_sg,tok_len_pl
1534,test,verb,2,target_verb_att2_opp,[wug],[wugs],springs,spring,The [wug] outside the rushes behind the vines,The [wugs] outside the rush behind the vine,The [wug] outside the rushes behind the vines springs,The [wug] outside the rushes behind the vines spring,The [wugs] outside the rush behind the vine spring,The [wugs] outside the rush behind the vine springs,12,12
1535,test,verb,2,target_verb_att2_opp,[wug],[wugs],coils,coil,The [wug] above the banks beneath the trenches,The [wugs] above the bank beneath the trench,The [wug] above the banks beneath the trenches coils,The [wug] above the banks beneath the trenches coil,The [wugs] above the bank beneath the trench coil,The [wugs] above the bank beneath the trench coils,12,12
1536,test,verb,2,target_verb_att2_opp,[wug],[wugs],gathers,gather,The [wug] beneath the belts between the rushes,The [wugs] beneath the belt between the rush,The [wug] beneath the belts between the rushes gathers,The [wug] beneath the belts between the rushes gather,The [wugs] beneath the belt between the rush gather,The [wugs] beneath the belt between the rush gathers,12,12
1537,test,verb,2,target_verb_att2_opp,[wug],[wugs],rushes,rush,The [wug] atop the belts outside the rushes,The [wugs] atop the belt outside the rush,The [wug] atop the belts outside the rushes rushes,The [wug] atop the belts outside the rushes rush,The [wugs] atop the belt outside the rush rush,The [wugs] atop the belt outside the rush rushes,12,12
1538,test,verb,2,target_verb_att2_opp,[wug],[wugs],floats,float,The [wug] above the banks beneath the trenches,The [wugs] above the bank beneath the trench,The [wug] above the banks beneath the trenches floats,The [wug] above the banks beneath the trenches float,The [wugs] above the bank beneath the trench float,The [wugs] above the bank beneath the trench floats,12,12
1539,test,verb,2,target_verb_att2_opp,[wug],[wugs],stays,stay,The [wug] under the sacks by the bins,The [wugs] under the sack by the bin,The [wug] under the sacks by the bins stays,The [wug] under the sacks by the bins stay,The [wugs] under the sack by the bin stay,The [wugs] under the sack by the bin stays,12,12
1540,test,verb,2,target_verb_att2_opp,[wug],[wugs],nods,nod,The [wug] past the towers under the cabins,The [wugs] past the tower under the cabin,The [wug] past the towers under the cabins nods,The [wug] past the towers under the cabins nod,The [wugs] past the tower under the cabin nod,The [wugs] past the tower under the cabin nods,12,12
1541,test,verb,2,target_verb_att2_opp,[wug],[wugs],cocks,cock,The [wug] between the tents atop the nests,The [wugs] between the tent atop the nest,The [wug] between the tents atop the nests cocks,The [wug] between the tents atop the nests cock,The [wugs] between the tent atop the nest cock,The [wugs] between the tent atop the nest cocks,12,12
1542,test,verb,2,target_verb_att2_opp,[wug],[wugs],wheels,wheel,The [wug] past the boards under the shelves,The [wugs] past the board under the shelf,The [wug] past the boards under the shelves wheels,The [wug] past the boards under the shelves wheel,The [wugs] past the board under the shelf wheel,The [wugs] past the board under the shelf wheels,12,12
1543,test,verb,2,target_verb_att2_opp,[wug],[wugs],curls,curl,The [wug] past the tanks under the switches,The [wugs] past the tank under the switch,The [wug] past the tanks under the switches curls,The [wug] past the tanks under the switches curl,The [wugs] past the tank under the switch curl,The [wugs] past the tank under the switch curls,12,12
1544,test,verb,2,target_verb_att2_opp,[wug],[wugs],springs,spring,The [wug] atop the walls outside the tables,The [wugs] atop the wall outside the table,The [wug] atop the walls outside the tables springs,The [wug] atop the walls outside the tables spring,The [wugs] atop the wall outside the table spring,The [wugs] atop the wall outside the table springs,12,12
1545,test,verb,2,target_verb_att2_opp,[wug],[wugs],gathers,gather,The [wug] by the benches above the windows,The [wugs] by the bench above the window,The [wug] by the benches above the windows gathers,The [wug] by the benches above the windows gather,The [wugs] by the bench above the window gather,The [wugs] by the bench above the window gathers,12,12
1546,test,verb,2,target_verb_att2_opp,[wug],[wugs],sails,sail,The [wug] behind the ponds past the fences,The [wugs] behind the pond past the fence,The [wug] behind the ponds past the fences sails,The [wug] behind the ponds past the fences sail,The [wugs] behind the pond past the fence sail,The [wugs] behind the pond past the fence sails,12,12
1547,test,verb,2,target_verb_att2_opp,[wug],[wugs],curls,curl,The [wug] outside the cords behind the belts,The [wugs] outside the cord behind the belt,The [wug] outside the cords behind the belts curls,The [wug] outside the cords behind the belts curl,The [wugs] outside the cord behind the belt curl,The [wugs] outside the cord behind the belt curls,12,12
1548,test,verb,2,target_verb_att2_opp,[wug],[wugs],remains,remain,The [wug] outside the tables behind the ponds,The [wugs] outside the table behind the pond,The [wug] outside the tables behind the ponds remains,The [wug] outside the tables behind the ponds remain,The [wugs] outside the table behind the pond remain,The [wugs] outside the table behind the pond remains,12,12
1549,test,verb,2,target_verb_att2_opp,[wug],[wugs],rocks,rock,The [wug] atop the chains outside the cords,The [wugs] atop the chain outside the cord,The [wug] atop the chains outside the cords rocks,The [wug] atop the chains outside the cords rock,The [wugs] atop the chain outside the cord rock,The [wugs] atop the chain outside the cord rocks,12,12
1550,test,verb,2,target_verb_att2_opp,[wug],[wugs],trails,trail,The [wug] between the fences atop the rocks,The [wugs] between the fence atop the rock,The [wug] between the fences atop the rocks trails,The [wug] between the fences atop the rocks trail,The [wugs] between the fence atop the rock trail,The [wugs] between the fence atop the rock trails,12,12
1551,test,verb,2,target_verb_att2_opp,[wug],[wugs],nods,nod,The [wug] above the beams beneath the braces,The [wugs] above the beam beneath the brace,The [wug] above the beams beneath the braces nods,The [wug] above the beams beneath the braces nod,The [wugs] above the beam beneath the brace nod,The [wugs] above the beam beneath the brace nods,12,12
1552,test,verb,2,target_verb_att2_opp,[wug],[wugs],mounts,mount,The [wug] above the rocks beneath the sheds,The [wugs] above the rock beneath the shed,The [wug] above the rocks beneath the sheds mounts,The [wug] above the rocks beneath the sheds mount,The [wugs] above the rock beneath the shed mount,The [wugs] above the rock beneath the shed mounts,12,12
1553,test,verb,2,target_verb_att2_opp,[wug],[wugs],rocks,rock,The [wug] atop the ponds outside the fences,The [wugs] atop the pond outside the fence,The [wug] atop the ponds outside the fences rocks,The [wug] atop the ponds outside the fences rock,The [wugs] atop the pond outside the fence rock,The [wugs] atop the pond outside the fence rocks,12,12
1554,test,verb,2,target_verb_att2_opp,[wug],[wugs],strides,stride,The [wug] by the benches above the windows,The [wugs] by the bench above the window,The [wug] by the benches above the windows strides,The [wug] by the benches above the windows stride,The [wugs] by the bench above the window stride,The [wugs] by the bench above the window strides,12,12
1555,test,verb,2,target_verb_att2_opp,[wug],[wugs],stamps,stamp,The [wug] between the tents atop the nests,The [wugs] between the tent atop the nest,The [wug] between the tents atop the nests stamps,The [wug] between the tents atop the nests stamp,The [wugs] between the tent atop the nest stamp,The [wugs] between the tent atop the nest stamps,12,12
1556,test,verb,2,target_verb_att2_opp,[wug],[wugs],hurdles,hurdle,The [wug] under the banks by the trenches,The [wugs] under the bank by the trench,The [wug] under the banks by the trenches hurdles,The [wug] under the banks by the trenches hurdle,The [wugs] under the bank by the trench hurdle,The [wugs] under the bank by the trench hurdles,12,12
1557,test,verb,2,target_verb_att2_opp,[wug],[wugs],rushes,rush,The [wug] above the milestones beneath the thresholds,The [wugs] above the milestone beneath the threshold,The [wug] above the milestones beneath the thresholds rushes,The [wug] above the milestones beneath the thresholds rush,The [wugs] above the milestone beneath the threshold rush,The [wugs] above the milestone beneath the threshold rushes,12,12
1558,test,verb,2,target_verb_att2_opp,[wug],[wugs],rises,rise,The [wug] beneath the trenches between the pots,The [wugs] beneath the trench between the pot,The [wug] beneath the trenches between the pots rises,The [wug] beneath the trenches between the pots rise,The [wugs] beneath the trench between the pot rise,The [wugs] beneath the trench between the pot rises,12,12
1559,test,verb,2,target_verb_att2_opp,[wug],[wugs],nods,nod,The [wug] under the screws by the tanks,The [wugs] under the screw by the tank,The [wug] under the screws by the tanks nods,The [wug] under the screws by the tanks nod,The [wugs] under the screw by the tank nod,The [wugs] under the screw by the tank nods,12,12
1560,test,verb,2,target_verb_att2_opp,[wug],[wugs],twists,twist,The [wug] atop the rocks outside the sheds,The [wugs] atop the rock outside the shed,The [wug] atop the rocks outside the sheds twists,The [wug] atop the rocks outside the sheds twist,The [wugs] atop the rock outside the shed twist,The [wugs] atop the rock outside the shed twists,12,12
1561,test,verb,2,target_verb_att2_opp,[wug],[wugs],springs,spring,The [wug] under the nests by the buckets,The [wugs] under the nest by the bucket,The [wug] under the nests by the buckets springs,The [wug] under the nests by the buckets spring,The [wugs] under the nest by the bucket spring,The [wugs] under the nest by the bucket springs,12,12
1562,test,verb,2,target_verb_att2_opp,[wug],[wugs],rocks,rock,The [wug] atop the racks outside the hooks,The [wugs] atop the rack outside the hook,The [wug] atop the racks outside the hooks rocks,The [wug] atop the racks outside the hooks rock,The [wugs] atop the rack outside the hook rock,The [wugs] atop the rack outside the hook rocks,12,12
1563,test,verb,2,target_verb_att2_opp,[wug],[wugs],sails,sail,The [wug] above the ropes beneath the chains,The [wugs] above the rope beneath the chain,The [wug] above the ropes beneath the chains sails,The [wug] above the ropes beneath the chains sail,The [wugs] above the rope beneath the chain sail,The [wugs] above the rope beneath the chain sails,12,12
1564,test,verb,2,target_verb_att2_opp,[wug],[wugs],walks,walk,The [wug] under the switches by the cables,The [wugs] under the switch by the cable,The [wug] under the switches by the cables walks,The [wug] under the switches by the cables walk,The [wugs] under the switch by the cable walk,The [wugs] under the switch by the cable walks,12,12
1565,test,verb,2,target_verb_att2_opp,[wug],[wugs],approaches,approach,The [wug] between the towers atop the cabins,The [wugs] between the tower atop the cabin,The [wug] between the towers atop the cabins approaches,The [wug] between the towers atop the cabins approach,The [wugs] between the tower atop the cabin approach,The [wugs] between the tower atop the cabin approaches,12,12
1566,test,verb,2,target_verb_att2_opp,[wug],[wugs],dives,dive,The [wug] beneath the walls between the tables,The [wugs] beneath the wall between the table,The [wug] beneath the walls between the tables dives,The [wug] beneath the walls between the tables dive,The [wugs] beneath the wall between the table dive,The [wugs] beneath the wall between the table dives,12,12
1567,test,verb,2,target_verb_att2_opp,[wug],[wugs],approaches,approach,The [wug] past the chains under the cords,The [wugs] past the chain under the cord,The [wug] past the chains under the cords approaches,The [wug] past the chains under the cords approach,The [wugs] past the chain under the cord approach,The [wugs] past the chain under the cord approaches,12,12
1568,test,verb,2,target_verb_att2_opp,[wug],[wugs],sails,sail,The [wug] between the sheds atop the carts,The [wugs] between the shed atop the cart,The [wug] between the sheds atop the carts sails,The [wug] between the sheds atop the carts sail,The [wugs] between the shed atop the cart sail,The [wugs] between the shed atop the cart sails,12,12
1569,test,verb,2,target_verb_att2_opp,[wug],[wugs],arrives,arrive,The [wug] atop the panels outside the boards,The [wugs] atop the panel outside the board,The [wug] atop the panels outside the boards arrives,The [wug] atop the panels outside the boards arrive,The [wugs] atop the panel outside the board arrive,The [wugs] atop the panel outside the board arrives,12,12
1570,test,verb,2,target_verb_att2_opp,[wug],[wugs],wheels,wheel,The [wug] beneath the cabins between the tents,The [wugs] beneath the cabin between the tent,The [wug] beneath the cabins between the tents wheels,The [wug] beneath the cabins between the tents wheel,The [wugs] beneath the cabin between the tent wheel,The [wugs] beneath the cabin between the tent wheels,12,12
1571,test,verb,2,target_verb_att2_opp,[wug],[wugs],rushes,rush,The [wug] past the trenches under the pots,The [wugs] past the trench under the pot,The [wug] past the trenches under the pots rushes,The [wug] past the trenches under the pots rush,The [wugs] past the trench under the pot rush,The [wugs] past the trench under the pot rushes,12,12
1572,test,verb,2,target_verb_att2_opp,[wug],[wugs],marches,march,The [wug] between the hooks atop the knobs,The [wugs] between the hook atop the knob,The [wug] between the hooks atop the knobs marches,The [wug] between the hooks atop the knobs march,The [wugs] between the hook atop the knob march,The [wugs] between the hook atop the knob marches,12,12
1573,test,verb,2,target_verb_att2_opp,[wug],[wugs],strides,stride,The [wug] above the mirrors beneath the logs,The [wugs] above the mirror beneath the log,The [wug] above the mirrors beneath the logs strides,The [wug] above the mirrors beneath the logs stride,The [wugs] above the mirror beneath the log stride,The [wugs] above the mirror beneath the log strides,12,12
1574,test,verb,2,target_verb_att2_opp,[wug],[wugs],races,race,The [wug] under the milestones by the thresholds,The [wugs] under the milestone by the threshold,The [wug] under the milestones by the thresholds races,The [wug] under the milestones by the thresholds race,The [wugs] under the milestone by the threshold race,The [wugs] under the milestone by the threshold races,12,12
1575,test,verb,2,target_verb_att2_opp,[wug],[wugs],settles,settle,The [wug] outside the towers behind the cabins,The [wugs] outside the tower behind the cabin,The [wug] outside the towers behind the cabins settles,The [wug] outside the towers behind the cabins settle,The [wugs] outside the tower behind the cabin settle,The [wugs] outside the tower behind the cabin settles,12,12
1576,test,verb,2,target_verb_att2_opp,[wug],[wugs],approaches,approach,The [wug] atop the switches outside the cables,The [wugs] atop the switch outside the cable,The [wug] atop the switches outside the cables approaches,The [wug] atop the switches outside the cables approach,The [wugs] atop the switch outside the cable approach,The [wugs] atop the switch outside the cable approaches,12,12
1577,test,verb,2,target_verb_att2_opp,[wug],[wugs],stamps,stamp,The [wug] beneath the sheds between the carts,The [wugs] beneath the shed between the cart,The [wug] beneath the sheds between the carts stamps,The [wug] beneath the sheds between the carts stamp,The [wugs] beneath the shed between the cart stamp,The [wugs] beneath the shed between the cart stamps,12,12
1578,test,verb,2,target_verb_att2_opp,[wug],[wugs],arrives,arrive,The [wug] under the hooks by the knobs,The [wugs] under the hook by the knob,The [wug] under the hooks by the knobs arrives,The [wug] under the hooks by the knobs arrive,The [wugs] under the hook by the knob arrive,The [wugs] under the hook by the knob arrives,12,12
1579,test,verb,2,target_verb_att2_opp,[wug],[wugs],clicks,click,The [wug] past the benches under the windows,The [wugs] past the bench under the window,The [wug] past the benches under the windows clicks,The [wug] past the benches under the windows click,The [wugs] past the bench under the window click,The [wugs] past the bench under the window clicks,12,12
1580,test,verb,2,target_verb_att2_opp,[wug],[wugs],drums,drum,The [wug] beneath the sheds between the carts,The [wugs] beneath the shed between the cart,The [wug] beneath the sheds between the carts drums,The [wug] beneath the sheds between the carts drum,The [wugs] beneath the shed between the cart drum,The [wugs] beneath the shed between the cart drums,12,12
1581,test,verb,2,target_verb_att2_opp,[wug],[wugs],returns,return,The [wug] under the vines by the cliffs,The [wugs] under the vine by the cliff,The [wug] under the vines by the cliffs returns,The [wug] under the vines by the cliffs return,The [wugs] under the vine by the cliff return,The [wugs] under the vine by the cliff returns,12,12
1582,test,verb,2,target_verb_att2_opp,[wug],[wugs],pours,pour,The [wug] past the tents under the nests,The [wugs] past the tent under the nest,The [wug] past the tents under the nests pours,The [wug] past the tents under the nests pour,The [wugs] past the tent under the nest pour,The [wugs] past the tent under the nest pours,12,12
1583,test,verb,2,target_verb_att2_opp,[wug],[wugs],stays,stay,The [wug] beneath the benches between the windows,The [wugs] beneath the bench between the window,The [wug] beneath the benches between the windows stays,The [wug] beneath the benches between the windows stay,The [wugs] beneath the bench between the window stay,The [wugs] beneath the bench between the window stays,12,12
1584,test,verb,2,target_verb_att2_opp,[wug],[wugs],jumps,jump,The [wug] behind the shelves past the racks,The [wugs] behind the shelf past the rack,The [wug] behind the shelves past the racks jumps,The [wug] behind the shelves past the racks jump,The [wugs] behind the shelf past the rack jump,The [wugs] behind the shelf past the rack jumps,12,12
1585,test,verb,2,target_verb_att2_opp,[wug],[wugs],tunnels,tunnel,The [wug] past the chains under the cords,The [wugs] past the chain under the cord,The [wug] past the chains under the cords tunnels,The [wug] past the chains under the cords tunnel,The [wugs] past the chain under the cord tunnel,The [wugs] past the chain under the cord tunnels,12,12
1586,test,verb,2,target_verb_att2_opp,[wug],[wugs],stamps,stamp,The [wug] between the cliffs atop the banks,The [wugs] between the cliff atop the bank,The [wug] between the cliffs atop the banks stamps,The [wug] between the cliffs atop the banks stamp,The [wugs] between the cliff atop the bank stamp,The [wugs] between the cliff atop the bank stamps,12,12
1587,test,verb,2,target_verb_att2_opp,[wug],[wugs],drums,drum,The [wug] under the vines by the cliffs,The [wugs] under the vine by the cliff,The [wug] under the vines by the cliffs drums,The [wug] under the vines by the cliffs drum,The [wugs] under the vine by the cliff drum,The [wugs] under the vine by the cliff drums,12,12
1588,test,verb,2,target_verb_att2_opp,[wug],[wugs],circles,circle,The [wug] under the screws by the tanks,The [wugs] under the screw by the tank,The [wug] under the screws by the tanks circles,The [wug] under the screws by the tanks circle,The [wugs] under the screw by the tank circle,The [wugs] under the screw by the tank circles,12,12
1589,test,verb,2,target_verb_att2_opp,[wug],[wugs],races,race,The [wug] past the boards under the shelves,The [wugs] past the board under the shelf,The [wug] past the boards under the shelves races,The [wug] past the boards under the shelves race,The [wugs] past the board under the shelf race,The [wugs] past the board under the shelf races,12,12
1590,test,verb,2,target_verb_att2_opp,[wug],[wugs],scales,scale,The [wug] past the buckets under the milestones,The [wugs] past the bucket under the milestone,The [wug] past the buckets under the milestones scales,The [wug] past the buckets under the milestones scale,The [wugs] past the bucket under the milestone scale,The [wugs] past the bucket under the milestone scales,12,12
1591,test,verb,2,target_verb_att2_opp,[wug],[wugs],claws,claw,The [wug] beneath the vines between the cliffs,The [wugs] beneath the vine between the cliff,The [wug] beneath the vines between the cliffs claws,The [wug] beneath the vines between the cliffs claw,The [wugs] beneath the vine between the cliff claw,The [wugs] beneath the vine between the cliff claws,12,12
1592,test,verb,2,target_verb_att2_opp,[wug],[wugs],jumps,jump,The [wug] by the belts above the rushes,The [wugs] by the belt above the rush,The [wug] by the belts above the rushes jumps,The [wug] by the belts above the rushes jump,The [wugs] by the belt above the rush jump,The [wugs] by the belt above the rush jumps,12,12
1593,test,verb,2,target_verb_att2_opp,[wug],[wugs],nods,nod,The [wug] atop the belts outside the rushes,The [wugs] atop the belt outside the rush,The [wug] atop the belts outside the rushes nods,The [wug] atop the belts outside the rushes nod,The [wugs] atop the belt outside the rush nod,The [wugs] atop the belt outside the rush nods,12,12
1594,test,verb,2,target_verb_att2_opp,[wug],[wugs],hops,hop,The [wug] past the fences under the rocks,The [wugs] past the fence under the rock,The [wug] past the fences under the rocks hops,The [wug] past the fences under the rocks hop,The [wugs] past the fence under the rock hop,The [wugs] past the fence under the rock hops,12,12
1595,test,verb,2,target_verb_att2_opp,[wug],[wugs],approaches,approach,The [wug] past the mirrors under the logs,The [wugs] past the mirror under the log,The [wug] past the mirrors under the logs approaches,The [wug] past the mirrors under the logs approach,The [wugs] past the mirror under the log approach,The [wugs] past the mirror under the log approaches,12,12
1596,test,verb,2,target_verb_att2_opp,[wug],[wugs],tunnels,tunnel,The [wug] behind the vines past the cliffs,The [wugs] behind the vine past the cliff,The [wug] behind the vines past the cliffs tunnels,The [wug] behind the vines past the cliffs tunnel,The [wugs] behind the vine past the cliff tunnel,The [wugs] behind the vine past the cliff tunnels,12,12
1597,test,verb,2,target_verb_att2_opp,[wug],[wugs],arrives,arrive,The [wug] under the ponds by the fences,The [wugs] under the pond by the fence,The [wug] under the ponds by the fences arrives,The [wug] under the ponds by the fences arrive,The [wugs] under the pond by the fence arrive,The [wugs] under the pond by the fence arrives,12,12
1598,test,verb,2,target_verb_att2_opp,[wug],[wugs],races,race,The [wug] between the towers atop the cabins,The [wugs] between the tower atop the cabin,The [wug] between the towers atop the cabins races,The [wug] between the towers atop the cabins race,The [wugs] between the tower atop the cabin race,The [wugs] between the tower atop the cabin races,12,12
1599,test,verb,2,target_verb_att2_opp,[wug],[wugs],tracks,track,The [wug] atop the banks outside the trenches,The [wugs] atop the bank outside the trench,The [wug] atop the banks outside the trenches tracks,The [wug] atop the banks outside the trenches track,The [wugs] atop the bank outside the trench track,The [wugs] atop the bank outside the trench tracks,12,12
1600,test,verb,2,target_verb_att2_opp,[wug],[wugs],dives,dive,The [wug] above the drums beneath the sacks,The [wugs] above the drum beneath the sack,The [wug] above the drums beneath the sacks dives,The [wug] above the drums beneath the sacks dive,The [wugs] above the drum beneath the sack dive,The [wugs] above the drum beneath the sack dives,12,12
1601,test,verb,2,target_verb_att2_opp,[wug],[wugs],mounts,mount,The [wug] under the windows by the desks,The [wugs] under the window by the desk,The [wug] under the windows by the desks mounts,The [wug] under the windows by the desks mount,The [wugs] under the window by the desk mount,The [wugs] under the window by the desk mounts,12,12
1602,test,verb,2,target_verb_att2_opp,[wug],[wugs],wheels,wheel,The [wug] by the desks above the mirrors,The [wugs] by the desk above the mirror,The [wug] by the desks above the mirrors wheels,The [wug] by the desks above the mirrors wheel,The [wugs] by the desk above the mirror wheel,The [wugs] by the desk above the mirror wheels,12,12
1603,test,verb,2,target_verb_att2_opp,[wug],[wugs],banks,bank,The [wug] outside the towers behind the cabins,The [wugs] outside the tower behind the cabin,The [wug] outside the towers behind the cabins banks,The [wug] outside the towers behind the cabins bank,The [wugs] outside the tower behind the cabin bank,The [wugs] outside the tower behind the cabin banks,12,12
1604,test,verb,2,target_verb_att2_opp,[wug],[wugs],gathers,gather,The [wug] behind the vines past the cliffs,The [wugs] behind the vine past the cliff,The [wug] behind the vines past the cliffs gathers,The [wug] behind the vines past the cliffs gather,The [wugs] behind the vine past the cliff gather,The [wugs] behind the vine past the cliff gathers,12,12
1605,test,verb,2,target_verb_att2_opp,[wug],[wugs],pours,pour,The [wug] between the tents atop the nests,The [wugs] between the tent atop the nest,The [wug] between the tents atop the nests pours,The [wug] between the tents atop the nests pour,The [wugs] between the tent atop the nest pour,The [wugs] between the tent atop the nest pours,12,12
1606,test,verb,2,target_verb_att2_opp,[wug],[wugs],clicks,click,The [wug] by the tents above the nests,The [wugs] by the tent above the nest,The [wug] by the tents above the nests clicks,The [wug] by the tents above the nests click,The [wugs] by the tent above the nest click,The [wugs] by the tent above the nest clicks,12,12
1607,test,verb,2,target_verb_att2_opp,[wug],[wugs],circles,circle,The [wug] beneath the screws between the tanks,The [wugs] beneath the screw between the tank,The [wug] beneath the screws between the tanks circles,The [wug] beneath the screws between the tanks circle,The [wugs] beneath the screw between the tank circle,The [wugs] beneath the screw between the tank circles,12,12
1608,test,verb,2,target_verb_att2_opp,[wug],[wugs],swims,swim,The [wug] between the tables atop the ponds,The [wugs] between the table atop the pond,The [wug] between the tables atop the ponds swims,The [wug] between the tables atop the ponds swim,The [wugs] between the table atop the pond swim,The [wugs] between the table atop the pond swims,12,12
1609,test,verb,2,target_verb_att2_opp,[wug],[wugs],tracks,track,The [wug] atop the rocks outside the sheds,The [wugs] atop the rock outside the shed,The [wug] atop the rocks outside the sheds tracks,The [wug] atop the rocks outside the sheds track,The [wugs] atop the rock outside the shed track,The [wugs] atop the rock outside the shed tracks,12,12
1610,test,verb,2,target_verb_att2_opp,[wug],[wugs],gathers,gather,The [wug] between the windows atop the desks,The [wugs] between the window atop the desk,The [wug] between the windows atop the desks gathers,The [wug] between the windows atop the desks gather,The [wugs] between the window atop the desk gather,The [wugs] between the window atop the desk gathers,12,12
1611,test,verb,2,target_verb_att2_opp,[wug],[wugs],mounts,mount,The [wug] between the cars atop the walls,The [wugs] between the car atop the wall,The [wug] between the cars atop the walls mounts,The [wug] between the cars atop the walls mount,The [wugs] between the car atop the wall mount,The [wugs] between the car atop the wall mounts,12,12
1612,test,verb,2,target_verb_att2_opp,[wug],[wugs],cocks,cock,The [wug] past the braces under the panels,The [wugs] past the brace under the panel,The [wug] past the braces under the panels cocks,The [wug] past the braces under the panels cock,The [wugs] past the brace under the panel cock,The [wugs] past the brace under the panel cocks,12,12
1613,test,verb,2,target_verb_att2_opp,[wug],[wugs],sails,sail,The [wug] outside the tables behind the ponds,The [wugs] outside the table behind the pond,The [wug] outside the tables behind the ponds sails,The [wug] outside the tables behind the ponds sail,The [wugs] outside the table behind the pond sail,The [wugs] outside the table behind the pond sails,12,12
1614,test,verb,2,target_verb_att2_opp,[wug],[wugs],races,race,The [wug] above the milestones beneath the thresholds,The [wugs] above the milestone beneath the threshold,The [wug] above the milestones beneath the thresholds races,The [wug] above the milestones beneath the thresholds race,The [wugs] above the milestone beneath the threshold race,The [wugs] above the milestone beneath the threshold races,12,12
1615,test,verb,2,target_verb_att2_opp,[wug],[wugs],gathers,gather,The [wug] outside the cliffs behind the banks,The [wugs] outside the cliff behind the bank,The [wug] outside the cliffs behind the banks gathers,The [wug] outside the cliffs behind the banks gather,The [wugs] outside the cliff behind the bank gather,The [wugs] outside the cliff behind the bank gathers,12,12
1616,test,verb,2,target_verb_att2_opp,[wug],[wugs],approaches,approach,The [wug] atop the sacks outside the bins,The [wugs] atop the sack outside the bin,The [wug] atop the sacks outside the bins approaches,The [wug] atop the sacks outside the bins approach,The [wugs] atop the sack outside the bin approach,The [wugs] atop the sack outside the bin approaches,12,12
1617,test,verb,2,target_verb_att2_opp,[wug],[wugs],pours,pour,The [wug] above the drums beneath the sacks,The [wugs] above the drum beneath the sack,The [wug] above the drums beneath the sacks pours,The [wug] above the drums beneath the sacks pour,The [wugs] above the drum beneath the sack pour,The [wugs] above the drum beneath the sack pours,12,12
1618,test,verb,2,target_verb_att2_opp,[wug],[wugs],tracks,track,The [wug] between the windows atop the desks,The [wugs] between the window atop the desk,The [wug] between the windows atop the desks tracks,The [wug] between the windows atop the desks track,The [wugs] between the window atop the desk track,The [wugs] between the window atop the desk tracks,12,12
1619,test,verb,2,target_verb_att2_opp,[wug],[wugs],rocks,rock,The [wug] outside the tables behind the ponds,The [wugs] outside the table behind the pond,The [wug] outside the tables behind the ponds rocks,The [wug] outside the tables behind the ponds rock,The [wugs] outside the table behind the pond rock,The [wugs] outside the table behind the pond rocks,12,12
1620,test,verb,2,target_verb_att2_opp,[wug],[wugs],jumps,jump,The [wug] between the milestones atop the thresholds,The [wugs] between the milestone atop the threshold,The [wug] between the milestones atop the thresholds jumps,The [wug] between the milestones atop the thresholds jump,The [wugs] between the milestone atop the threshold jump,The [wugs] between the milestone atop the threshold jumps,12,12
1621,test,verb,2,target_verb_att2_opp,[wug],[wugs],marches,march,The [wug] beneath the ponds between the fences,The [wugs] beneath the pond between the fence,The [wug] beneath the ponds between the fences marches,The [wug] beneath the ponds between the fences march,The [wugs] beneath the pond between the fence march,The [wugs] beneath the pond between the fence marches,12,12
1622,test,verb,2,target_verb_att2_opp,[wug],[wugs],stamps,stamp,The [wug] by the tents above the nests,The [wugs] by the tent above the nest,The [wug] by the tents above the nests stamps,The [wug] by the tents above the nests stamp,The [wugs] by the tent above the nest stamp,The [wugs] by the tent above the nest stamps,12,12
1623,test,verb,2,target_verb_att2_opp,[wug],[wugs],banks,bank,The [wug] under the cords by the belts,The [wugs] under the cord by the belt,The [wug] under the cords by the belts banks,The [wug] under the cords by the belts bank,The [wugs] under the cord by the belt bank,The [wugs] under the cord by the belt banks,12,12
1624,test,verb,2,target_verb_att2_opp,[wug],[wugs],nests,nest,The [wug] atop the chains outside the cords,The [wugs] atop the chain outside the cord,The [wug] atop the chains outside the cords nests,The [wug] atop the chains outside the cords nest,The [wugs] atop the chain outside the cord nest,The [wugs] atop the chain outside the cord nests,12,12
1625,test,verb,2,target_verb_att2_opp,[wug],[wugs],cocks,cock,The [wug] past the rushes under the vines,The [wugs] past the rush under the vine,The [wug] past the rushes under the vines cocks,The [wug] past the rushes under the vines cock,The [wugs] past the rush under the vine cock,The [wugs] past the rush under the vine cocks,12,12
1626,test,verb,2,target_verb_att2_opp,[wug],[wugs],orbits,orbit,The [wug] above the carts beneath the benches,The [wugs] above the cart beneath the bench,The [wug] above the carts beneath the benches orbits,The [wug] above the carts beneath the benches orbit,The [wugs] above the cart beneath the bench orbit,The [wugs] above the cart beneath the bench orbits,12,12
1627,test,verb,2,target_verb_att2_opp,[wug],[wugs],settles,settle,The [wug] past the drums under the sacks,The [wugs] past the drum under the sack,The [wug] past the drums under the sacks settles,The [wug] past the drums under the sacks settle,The [wugs] past the drum under the sack settle,The [wugs] past the drum under the sack settles,12,12
1628,test,verb,2,target_verb_att2_opp,[wug],[wugs],mounts,mount,The [wug] by the cables above the ropes,The [wugs] by the cable above the rope,The [wug] by the cables above the ropes mounts,The [wug] by the cables above the ropes mount,The [wugs] by the cable above the rope mount,The [wugs] by the cable above the rope mounts,12,12
