idx,split,target_type,attractors,target_num,condition,subject_word,target_word,base_sentence,good,bad,tok_len
555,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],lean,The [wugs] around the hinge outside the boiler,The [wugs] around the hinge outside the boiler lean,The [wugs] around the hinge outside the boiler leans,12
556,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],charge,The [wugs] above the window around the desk,The [wugs] above the window around the desk charge,The [wugs] above the window around the desk charges,12
557,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],clears,The [wug] by the tables above the ponds,The [wug] by the tables above the ponds clears,The [wug] by the tables above the ponds clear,12
558,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],charges,The [wug] above the jars around the tables,The [wug] above the jars around the tables charges,The [wug] above the jars around the tables charge,12
559,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],stretch,The [wugs] outside the desk beside the bush,The [wugs] outside the desk beside the bush stretch,The [wugs] outside the desk beside the bush stretches,12
560,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],lift,The [wugs] outside the rope beside the cord,The [wugs] outside the rope beside the cord lift,The [wugs] outside the rope beside the cord lifts,12
561,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],spins,The [wug] by the switches above the ropes,The [wug] by the switches above the ropes spins,The [wug] by the switches above the ropes spin,12
562,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],drums,The [wug] past the boilers by the pipes,The [wug] past the boilers by the pipes drums,The [wug] past the boilers by the pipes drum,12
563,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],clears,The [wug] by the dams above the jars,The [wug] by the dams above the jars clears,The [wug] by the dams above the jars clear,12
564,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],clear,The [wugs] beside the heap past the pen,The [wugs] beside the heap past the pen clear,The [wugs] beside the heap past the pen clears,12
565,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],play,The [wugs] around the table outside the pond,The [wugs] around the table outside the pond play,The [wugs] around the table outside the pond plays,12
566,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],rise,The [wugs] outside the knob beside the hinge,The [wugs] outside the knob beside the hinge rise,The [wugs] outside the knob beside the hinge rises,12
567,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],stretch,The [wugs] past the table by the pond,The [wugs] past the table by the pond stretch,The [wugs] past the table by the pond stretches,12
568,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],root,The [wugs] around the bridge outside the fence,The [wugs] around the bridge outside the fence root,The [wugs] around the bridge outside the fence roots,12
569,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],dives,The [wug] beside the switches past the ropes,The [wug] beside the switches past the ropes dives,The [wug] beside the switches past the ropes dive,12
570,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],arrive,The [wugs] past the drum by the rack,The [wugs] past the drum by the rack arrive,The [wugs] past the drum by the rack arrives,12
571,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],lift,The [wugs] above the valve around the switch,The [wugs] above the valve around the switch lift,The [wugs] above the valve around the switch lifts,12
572,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],drink,The [wugs] past the switch by the rope,The [wugs] past the switch by the rope drink,The [wugs] past the switch by the rope drinks,12
573,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],races,The [wug] by the jars above the tables,The [wug] by the jars above the tables races,The [wug] by the jars above the tables race,12
574,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],lifts,The [wug] past the tables by the ponds,The [wug] past the tables by the ponds lifts,The [wug] past the tables by the ponds lift,12
575,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],drink,The [wugs] above the bridge around the fence,The [wugs] above the bridge around the fence drink,The [wugs] above the bridge around the fence drinks,12
576,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],sail,The [wugs] by the switch above the rope,The [wugs] by the switch above the rope sail,The [wugs] by the switch above the rope sails,12
577,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],lean,The [wugs] by the heap above the pen,The [wugs] by the heap above the pen lean,The [wugs] by the heap above the pen leans,12
578,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],spin,The [wugs] beside the fence past the window,The [wugs] beside the fence past the window spin,The [wugs] beside the fence past the window spins,12
579,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],spin,The [wugs] by the hinge above the boiler,The [wugs] by the hinge above the boiler spin,The [wugs] by the hinge above the boiler spins,12
580,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],drum,The [wugs] outside the knob beside the hinge,The [wugs] outside the knob beside the hinge drum,The [wugs] outside the knob beside the hinge drums,12
581,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],lifts,The [wug] above the straps around the heaps,The [wug] above the straps around the heaps lifts,The [wug] above the straps around the heaps lift,12
582,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],arrive,The [wugs] outside the window beside the desk,The [wugs] outside the window beside the desk arrive,The [wugs] outside the window beside the desk arrives,12
583,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],races,The [wug] beside the boilers past the pipes,The [wug] beside the boilers past the pipes races,The [wug] beside the boilers past the pipes race,12
584,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],sail,The [wugs] by the boiler above the pipe,The [wugs] by the boiler above the pipe sail,The [wugs] by the boiler above the pipe sails,12
585,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],plays,The [wug] beside the bridges past the fences,The [wug] beside the bridges past the fences plays,The [wug] beside the bridges past the fences play,12
586,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],stretch,The [wugs] outside the valve beside the switch,The [wugs] outside the valve beside the switch stretch,The [wugs] outside the valve beside the switch stretches,12
587,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],circle,The [wugs] past the jar by the table,The [wugs] past the jar by the table circle,The [wugs] past the jar by the table circles,12
588,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],rise,The [wugs] outside the rope beside the cord,The [wugs] outside the rope beside the cord rise,The [wugs] outside the rope beside the cord rises,12
589,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],wait,The [wugs] past the dam by the jar,The [wugs] past the dam by the jar wait,The [wugs] past the dam by the jar waits,12
590,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],waits,The [wug] past the cords by the straps,The [wug] past the cords by the straps waits,The [wug] past the cords by the straps wait,12
591,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],circles,The [wug] above the tables around the ponds,The [wug] above the tables around the ponds circles,The [wug] above the tables around the ponds circle,12
592,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],clears,The [wug] beside the hinges past the boilers,The [wug] beside the hinges past the boilers clears,The [wug] beside the hinges past the boilers clear,12
593,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],sail,The [wugs] by the desk above the bush,The [wugs] by the desk above the bush sail,The [wugs] by the desk above the bush sails,12
594,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],root,The [wugs] beside the bush past the drum,The [wugs] beside the bush past the drum root,The [wugs] beside the bush past the drum roots,12
595,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],lift,The [wugs] past the bridge by the fence,The [wugs] past the bridge by the fence lift,The [wugs] past the bridge by the fence lifts,12
596,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],sail,The [wugs] beside the rack past the knob,The [wugs] beside the rack past the knob sail,The [wugs] beside the rack past the knob sails,12
597,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],circles,The [wug] outside the tables beside the ponds,The [wug] outside the tables beside the ponds circles,The [wug] outside the tables beside the ponds circle,12
598,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],sail,The [wugs] beside the pipe past the valve,The [wugs] beside the pipe past the valve sail,The [wugs] beside the pipe past the valve sails,12
599,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],drum,The [wugs] above the hinge around the boiler,The [wugs] above the hinge around the boiler drum,The [wugs] above the hinge around the boiler drums,12
600,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],waits,The [wug] past the bushes by the drums,The [wug] past the bushes by the drums waits,The [wug] past the bushes by the drums wait,12
601,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],waits,The [wug] outside the pens beside the roots,The [wug] outside the pens beside the roots waits,The [wug] outside the pens beside the roots wait,12
602,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],sails,The [wug] beside the windows past the desks,The [wug] beside the windows past the desks sails,The [wug] beside the windows past the desks sail,12
603,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],root,The [wugs] around the root outside the dam,The [wugs] around the root outside the dam root,The [wugs] around the root outside the dam roots,12
604,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],roots,The [wug] beside the heaps past the pens,The [wug] beside the heaps past the pens roots,The [wug] beside the heaps past the pens root,12
605,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],clear,The [wugs] by the bush above the drum,The [wugs] by the bush above the drum clear,The [wugs] by the bush above the drum clears,12
606,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],lifts,The [wug] outside the ponds beside the bridges,The [wug] outside the ponds beside the bridges lifts,The [wug] outside the ponds beside the bridges lift,12
607,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],lifts,The [wug] past the bushes by the drums,The [wug] past the bushes by the drums lifts,The [wug] past the bushes by the drums lift,12
608,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],dives,The [wug] around the tables outside the ponds,The [wug] around the tables outside the ponds dives,The [wug] around the tables outside the ponds dive,12
609,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],drum,The [wugs] outside the fence beside the window,The [wugs] outside the fence beside the window drum,The [wugs] outside the fence beside the window drums,12
610,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],roots,The [wug] around the ponds outside the bridges,The [wug] around the ponds outside the bridges roots,The [wug] around the ponds outside the bridges root,12
611,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],races,The [wug] by the knobs above the hinges,The [wug] by the knobs above the hinges races,The [wug] by the knobs above the hinges race,12
612,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],rise,The [wugs] past the pen by the root,The [wugs] past the pen by the root rise,The [wugs] past the pen by the root rises,12
613,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],spin,The [wugs] by the knob above the hinge,The [wugs] by the knob above the hinge spin,The [wugs] by the knob above the hinge spins,12
614,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],rises,The [wug] past the jars by the tables,The [wug] past the jars by the tables rises,The [wug] past the jars by the tables rise,12
615,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],lean,The [wugs] around the pen outside the root,The [wugs] around the pen outside the root lean,The [wugs] around the pen outside the root leans,12
616,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],root,The [wugs] around the valve outside the switch,The [wugs] around the valve outside the switch root,The [wugs] around the valve outside the switch roots,12
617,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],stretches,The [wug] outside the racks beside the knobs,The [wug] outside the racks beside the knobs stretches,The [wug] outside the racks beside the knobs stretch,12
618,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],clears,The [wug] beside the cords past the straps,The [wug] beside the cords past the straps clears,The [wug] beside the cords past the straps clear,12
619,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],lean,The [wugs] by the pond above the bridge,The [wugs] by the pond above the bridge lean,The [wugs] by the pond above the bridge leans,12
620,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],stretches,The [wug] outside the valves beside the switches,The [wug] outside the valves beside the switches stretches,The [wug] outside the valves beside the switches stretch,12
621,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],lean,The [wugs] beside the pipe past the valve,The [wugs] beside the pipe past the valve lean,The [wugs] beside the pipe past the valve leans,12
622,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],arrives,The [wug] outside the fences beside the windows,The [wug] outside the fences beside the windows arrives,The [wug] outside the fences beside the windows arrive,12
623,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],charges,The [wug] past the drums by the racks,The [wug] past the drums by the racks charges,The [wug] past the drums by the racks charge,12
624,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],rise,The [wugs] past the rack by the knob,The [wugs] past the rack by the knob rise,The [wugs] past the rack by the knob rises,12
625,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],waits,The [wug] past the dams by the jars,The [wug] past the dams by the jars waits,The [wug] past the dams by the jars wait,12
626,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],sail,The [wugs] around the desk outside the bush,The [wugs] around the desk outside the bush sail,The [wugs] around the desk outside the bush sails,12
627,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],dives,The [wug] beside the drums past the racks,The [wug] beside the drums past the racks dives,The [wug] beside the drums past the racks dive,12
628,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],circles,The [wug] outside the switches beside the ropes,The [wug] outside the switches beside the ropes circles,The [wug] outside the switches beside the ropes circle,12
629,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],drink,The [wugs] outside the knob beside the hinge,The [wugs] outside the knob beside the hinge drink,The [wugs] outside the knob beside the hinge drinks,12
630,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],charges,The [wug] past the desks by the bushes,The [wug] past the desks by the bushes charges,The [wug] past the desks by the bushes charge,12
631,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],races,The [wug] by the hinges above the boilers,The [wug] by the hinges above the boilers races,The [wug] by the hinges above the boilers race,12
632,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],arrives,The [wug] past the ropes by the cords,The [wug] past the ropes by the cords arrives,The [wug] past the ropes by the cords arrive,12
633,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],drums,The [wug] above the pipes around the valves,The [wug] above the pipes around the valves drums,The [wug] above the pipes around the valves drum,12
634,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],stretch,The [wugs] past the rack by the knob,The [wugs] past the rack by the knob stretch,The [wugs] past the rack by the knob stretches,12
635,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],charges,The [wug] past the ponds by the bridges,The [wug] past the ponds by the bridges charges,The [wug] past the ponds by the bridges charge,12
636,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],play,The [wugs] beside the bridge past the fence,The [wugs] beside the bridge past the fence play,The [wugs] beside the bridge past the fence plays,12
637,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],clears,The [wug] by the ropes above the cords,The [wug] by the ropes above the cords clears,The [wug] by the ropes above the cords clear,12
638,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],clear,The [wugs] by the desk above the bush,The [wugs] by the desk above the bush clear,The [wugs] by the desk above the bush clears,12
639,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],roots,The [wug] beside the ponds past the bridges,The [wug] beside the ponds past the bridges roots,The [wug] beside the ponds past the bridges root,12
640,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],stretches,The [wug] past the knobs by the hinges,The [wug] past the knobs by the hinges stretches,The [wug] past the knobs by the hinges stretch,12
641,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],drinks,The [wug] above the dams around the jars,The [wug] above the dams around the jars drinks,The [wug] above the dams around the jars drink,12
642,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],clears,The [wug] beside the racks past the knobs,The [wug] beside the racks past the knobs clears,The [wug] beside the racks past the knobs clear,12
643,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],feed,The [wugs] around the heap outside the pen,The [wugs] around the heap outside the pen feed,The [wugs] around the heap outside the pen feeds,12
644,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],clears,The [wug] around the roots outside the dams,The [wug] around the roots outside the dams clears,The [wug] around the roots outside the dams clear,12
645,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],dives,The [wug] around the pens outside the roots,The [wug] around the pens outside the roots dives,The [wug] around the pens outside the roots dive,12
646,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],arrive,The [wugs] above the bush around the drum,The [wugs] above the bush around the drum arrive,The [wugs] above the bush around the drum arrives,12
647,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],arrives,The [wug] above the boilers around the pipes,The [wug] above the boilers around the pipes arrives,The [wug] above the boilers around the pipes arrive,12
648,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],lifts,The [wug] past the racks by the knobs,The [wug] past the racks by the knobs lifts,The [wug] past the racks by the knobs lift,12
649,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],stretches,The [wug] outside the windows beside the desks,The [wug] outside the windows beside the desks stretches,The [wug] outside the windows beside the desks stretch,12
650,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],race,The [wugs] by the boiler above the pipe,The [wugs] by the boiler above the pipe race,The [wugs] by the boiler above the pipe races,12
651,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],feeds,The [wug] around the windows outside the desks,The [wug] around the windows outside the desks feeds,The [wug] around the windows outside the desks feed,12
652,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],spins,The [wug] by the pipes above the valves,The [wug] by the pipes above the valves spins,The [wug] by the pipes above the valves spin,12
653,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],circles,The [wug] above the heaps around the pens,The [wug] above the heaps around the pens circles,The [wug] above the heaps around the pens circle,12
654,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],drums,The [wug] outside the windows beside the desks,The [wug] outside the windows beside the desks drums,The [wug] outside the windows beside the desks drum,12
655,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],drums,The [wug] past the valves by the switches,The [wug] past the valves by the switches drums,The [wug] past the valves by the switches drum,12
656,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],dives,The [wug] beside the ropes past the cords,The [wug] beside the ropes past the cords dives,The [wug] beside the ropes past the cords dive,12
657,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],charge,The [wugs] above the boiler around the pipe,The [wugs] above the boiler around the pipe charge,The [wugs] above the boiler around the pipe charges,12
658,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],circle,The [wugs] above the strap around the heap,The [wugs] above the strap around the heap circle,The [wugs] above the strap around the heap circles,12
659,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],charges,The [wug] above the desks around the bushes,The [wug] above the desks around the bushes charges,The [wug] above the desks around the bushes charge,12
660,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],dive,The [wugs] around the jar outside the table,The [wugs] around the jar outside the table dive,The [wugs] around the jar outside the table dives,12
661,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],plays,The [wug] beside the heaps past the pens,The [wug] beside the heaps past the pens plays,The [wug] beside the heaps past the pens play,12
662,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],waits,The [wug] outside the racks beside the knobs,The [wug] outside the racks beside the knobs waits,The [wug] outside the racks beside the knobs wait,12
663,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],dive,The [wugs] by the table above the pond,The [wugs] by the table above the pond dive,The [wugs] by the table above the pond dives,12
664,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],sail,The [wugs] around the switch outside the rope,The [wugs] around the switch outside the rope sail,The [wugs] around the switch outside the rope sails,12
665,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],plays,The [wug] beside the jars past the tables,The [wug] beside the jars past the tables plays,The [wug] beside the jars past the tables play,12
666,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],dives,The [wug] around the desks outside the bushes,The [wug] around the desks outside the bushes dives,The [wug] around the desks outside the bushes dive,12
667,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],charge,The [wugs] outside the boiler beside the pipe,The [wugs] outside the boiler beside the pipe charge,The [wugs] outside the boiler beside the pipe charges,12
668,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],drums,The [wug] outside the ponds beside the bridges,The [wug] outside the ponds beside the bridges drums,The [wug] outside the ponds beside the bridges drum,12
669,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],root,The [wugs] beside the rope past the cord,The [wugs] beside the rope past the cord root,The [wugs] beside the rope past the cord roots,12
670,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],race,The [wugs] by the pond above the bridge,The [wugs] by the pond above the bridge race,The [wugs] by the pond above the bridge races,12
671,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],drinks,The [wug] past the pens by the roots,The [wug] past the pens by the roots drinks,The [wug] past the pens by the roots drink,12
672,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],feed,The [wugs] beside the bush past the drum,The [wugs] beside the bush past the drum feed,The [wugs] beside the bush past the drum feeds,12
673,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],sails,The [wug] by the roots above the dams,The [wug] by the roots above the dams sails,The [wug] by the roots above the dams sail,12
674,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],races,The [wug] by the straps above the heaps,The [wug] by the straps above the heaps races,The [wug] by the straps above the heaps race,12
675,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],stretch,The [wugs] above the heap around the pen,The [wugs] above the heap around the pen stretch,The [wugs] above the heap around the pen stretches,12
676,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],circles,The [wug] past the boilers by the pipes,The [wug] past the boilers by the pipes circles,The [wug] past the boilers by the pipes circle,12
677,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],circle,The [wugs] outside the table beside the pond,The [wugs] outside the table beside the pond circle,The [wugs] outside the table beside the pond circles,12
678,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],arrive,The [wugs] above the jar around the table,The [wugs] above the jar around the table arrive,The [wugs] above the jar around the table arrives,12
679,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],races,The [wug] beside the dams past the jars,The [wug] beside the dams past the jars races,The [wug] beside the dams past the jars race,12
680,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],sail,The [wugs] by the rope above the cord,The [wugs] by the rope above the cord sail,The [wugs] by the rope above the cord sails,12
681,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],root,The [wugs] around the rack outside the knob,The [wugs] around the rack outside the knob root,The [wugs] around the rack outside the knob roots,12
682,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],spin,The [wugs] by the cord above the strap,The [wugs] by the cord above the strap spin,The [wugs] by the cord above the strap spins,12
683,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],rises,The [wug] past the knobs by the hinges,The [wug] past the knobs by the hinges rises,The [wug] past the knobs by the hinges rise,12
684,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],wait,The [wugs] above the bridge around the fence,The [wugs] above the bridge around the fence wait,The [wugs] above the bridge around the fence waits,12
685,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],arrives,The [wug] past the jars by the tables,The [wug] past the jars by the tables arrives,The [wug] past the jars by the tables arrive,12
686,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],charge,The [wugs] past the pond by the bridge,The [wugs] past the pond by the bridge charge,The [wugs] past the pond by the bridge charges,12
687,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],plays,The [wug] around the tables outside the ponds,The [wug] around the tables outside the ponds plays,The [wug] around the tables outside the ponds play,12
688,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],drum,The [wugs] above the window around the desk,The [wugs] above the window around the desk drum,The [wugs] above the window around the desk drums,12
689,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],root,The [wugs] beside the bridge past the fence,The [wugs] beside the bridge past the fence root,The [wugs] beside the bridge past the fence roots,12
690,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],rises,The [wug] outside the bridges beside the fences,The [wug] outside the bridges beside the fences rises,The [wug] outside the bridges beside the fences rise,12
691,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],root,The [wugs] beside the hinge past the boiler,The [wugs] beside the hinge past the boiler root,The [wugs] beside the hinge past the boiler roots,12
692,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],charges,The [wug] outside the straps beside the heaps,The [wug] outside the straps beside the heaps charges,The [wug] outside the straps beside the heaps charge,12
693,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],drum,The [wugs] above the strap around the heap,The [wugs] above the strap around the heap drum,The [wugs] above the strap around the heap drums,12
694,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],clears,The [wug] around the bushes outside the drums,The [wug] around the bushes outside the drums clears,The [wug] around the bushes outside the drums clear,12
695,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],plays,The [wug] beside the drums past the racks,The [wug] beside the drums past the racks plays,The [wug] beside the drums past the racks play,12
696,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],feeds,The [wug] beside the cords past the straps,The [wug] beside the cords past the straps feeds,The [wug] beside the cords past the straps feed,12
697,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],leans,The [wug] beside the heaps past the pens,The [wug] beside the heaps past the pens leans,The [wug] beside the heaps past the pens lean,12
698,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],drinks,The [wug] outside the straps beside the heaps,The [wug] outside the straps beside the heaps drinks,The [wug] outside the straps beside the heaps drink,12
699,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],charge,The [wugs] above the pen around the root,The [wugs] above the pen around the root charge,The [wugs] above the pen around the root charges,12
700,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],arrive,The [wugs] above the hinge around the boiler,The [wugs] above the hinge around the boiler arrive,The [wugs] above the hinge around the boiler arrives,12
701,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],race,The [wugs] by the root above the dam,The [wugs] by the root above the dam race,The [wugs] by the root above the dam races,12
702,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],lean,The [wugs] beside the rope past the cord,The [wugs] beside the rope past the cord lean,The [wugs] beside the rope past the cord leans,12
703,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],drums,The [wug] outside the straps beside the heaps,The [wug] outside the straps beside the heaps drums,The [wug] outside the straps beside the heaps drum,12
704,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],race,The [wugs] beside the bridge past the fence,The [wugs] beside the bridge past the fence race,The [wugs] beside the bridge past the fence races,12
705,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],clear,The [wugs] beside the root past the dam,The [wugs] beside the root past the dam clear,The [wugs] beside the root past the dam clears,12
706,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],races,The [wug] by the windows above the desks,The [wug] by the windows above the desks races,The [wug] by the windows above the desks race,12
707,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],arrives,The [wug] past the cords by the straps,The [wug] past the cords by the straps arrives,The [wug] past the cords by the straps arrive,12
708,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],arrive,The [wugs] outside the table beside the pond,The [wugs] outside the table beside the pond arrive,The [wugs] outside the table beside the pond arrives,12
709,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],play,The [wugs] around the heap outside the pen,The [wugs] around the heap outside the pen play,The [wugs] around the heap outside the pen plays,12
710,test,verb,2,pl,target_verb_num_pl_att2_sg,[wugs],clear,The [wugs] around the rack outside the knob,The [wugs] around the rack outside the knob clear,The [wugs] around the rack outside the knob clears,12
711,test,verb,2,sg,target_verb_num_sg_att2_pl,[wug],spins,The [wug] beside the hinges past the boilers,The [wug] beside the hinges past the boilers spins,The [wug] beside the hinges past the boilers spin,12
